EmployeeID;Gender;Age;Education;EducationType;MaritalStatus;TotalCompanies;TotalExperience;DistanceToOffice;Department;Traveltype_last_year;BillingRate;MonthlyIncome;Years_at_Company;Years_InCurrentRole;LastSalaryHike;PotentialReview;PerformanceReview;SatisfactionScore;JobRole_SatisfactionScore;Overall_SatisfactionScore
AB0758;Male;37.0;Graduation;Phycology / Behavior Sciences;Married;1.0;12.0;2.0;BusinessDevelopment;Conference;68.0;5292.0;10.0;9.0;20.0;High;Met Expectations;Promoter;Passive;Passive
AB0759;Male;41.0;Graduation;Bio-technology;Divorced;8.0;26.0;9.0;ClientSolutions;Conference;127.0;11516.0;5.0;;17.0;Medium;Inconsistent;Promoter;Promoter;Promoter
AB0760;Male;31.0;Masters / PHD;Economics;Married;3.0;10.0;8.0;BusinessDevelopment;Conference;186.0;7028.0;3.0;3.0;16.0;High;Met Expectations;Detractor;Detractor;Promoter
AB0761;Male;44.0;Masters / PHD;Economics;Single;8.0;25.0;12.0;ClientSolutions;Conference;108.0;6120.0;13.0;9.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0762;Male;32.0;Masters / PHD;Phycology / Behavior Sciences;Divorced;7.0;13.0;1.0;ClientSolutions;LongTermProject;84.0;3314.0;;4.0;16.0;High;Met Expectations;Promoter;Detractor;Passive
AB0763;Female;25.0;Graduation;Phycology / Behavior Sciences;Single;8.0;8.0;9.0;Support;MonthlyTravel;73.0;2421.0;5.0;3.0;14.0;Medium;Met Expectations;Passive;Promoter;Passive
AB0764;Male;32.0;Masters / PHD;Economics;Married;5.0;14.0;9.0;ClientSolutions;LongTermProject;35.0;5884.0;9.0;1.0;18.0;High;Met Expectations;Promoter;Detractor;Passive
AB0765;Male;25.0;Under Graduation;Economics;Married;1.0;5.0;6.0;ClientSolutions;Conference;80.0;3872.0;4.0;3.0;16.0;Low;Met Expectations;Passive;Passive;Promoter
AB0766;Male;30.0;Graduation;Marketing / Finance;Married;8.0;22.0;26.6;ClientSolutions;Conference;158.0;5765.0;9.0;9.0;16.0;High;Met Expectations;Passive;Passive;Passive
AB0767;Male;36.0;Masters / PHD;Phycology / Behavior Sciences;Married;4.0;10.0;3.0;ClientSolutions;LongTermProject;178.0;3122.0;3.0;;18.0;High;Met Expectations;Passive;Passive;Detractor
AB0768;Female;41.0;Masters / PHD;Phycology / Behavior Sciences;Divorced;5.0;10.0;9.0;ClientSolutions;Conference;221.0;4983.0;7.0;3.0;16.0;High;Met Expectations;Passive;Passive;Promoter
AB0769;Female;16.0;Graduation;Marketing / Finance;Single;1.0;1.0;11.0;ClientSolutions;No;61.0;2342.35;;0.0;24.0;Medium;Exceed Expectations;Detractor;Passive;Passive
AB0770;Male;27.0;Graduation;Economics;Single;1.0;13.0;16.0;BusinessDevelopment;No;88.0;15085.3;13.0;10.0;14.0;High;Met Expectations;Promoter;Passive;Promoter
AB0771;Male;24.0;Graduation;Economics;Single;1.0;1.0;9.0;BusinessDevelopment;Conference;169.0;2927.0;1.0;0.0;14.0;High;Met Expectations;Passive;Passive;Passive
AB0772;Male;35.0;Graduation;Bio-technology;Divorced;7.0;10.0;26.0;ClientSolutions;Conference;120.0;5370.0;8.0;5.0;15.0;Very High;Met Expectations;Promoter;Passive;Passive
AB0773;Female;34.0;Masters / PHD;Bio-technology;Married;5.0;10.0;8.0;BusinessDevelopment;Conference;168.0;7312.0;8.0;4.0;16.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0774;Male;25.0;Graduation;Economics;Divorced;1.0;17.0;8.0;BusinessDevelopment;Conference;39.0;11841.0;17.0;9.0;19.0;High;Met Expectations;Promoter;Promoter;Detractor
AB0775;Male;21.0;Under Graduation;Marketing / Finance;Single;1.0;8.0;2.0;ClientSolutions;Conference;155.0;3012.0;7.0;;16.0;Medium;Met Expectations;Passive;Promoter;Promoter
AB0776;Male;22.0;Graduation;Marketing / Finance;Divorced;1.0;8.0;8.0;Support;Conference;139.0;5436.0;;1.0;16.0;Medium;Met Expectations;Passive;Promoter;Promoter
AB0777;Male;33.0;Masters / PHD;Economics;Divorced;8.0;16.0;3.0;BusinessDevelopment;Conference;132.0;8593.0;13.0;12.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0778;Male;25.0;Graduation;Economics;Divorced;10.0;13.0;7.0;BusinessDevelopment;Conference;83.0;12677.0;7.0;5.0;21.0;Medium;Exceed Expectations;Passive;Promoter;Passive
AB0779;Female;22.0;Graduation;Marketing / Finance;Single;10.0;12.0;7.0;ClientSolutions;Conference;118.0;7486.0;9.0;8.0;20.0;Medium;Met Expectations;Promoter;Detractor;Detractor
AB0780;Male;23.0;Graduation;Marketing / Finance;Married;1.0;1.0;25.0;ClientSolutions;Conference;40.0;2671.0;1.0;1.0;18.0;High;Met Expectations;Passive;Passive;Passive
AB0781;Male;36.0;Graduation;Marketing / Finance;Single;3.0;12.0;22.0;ClientSolutions;No;46.0;4092.0;7.0;3.0;16.0;Low;Met Expectations;Detractor;Passive;Passive
AB0782;Female;31.0;Graduation;Marketing / Finance;Single;1.0;5.0;2.0;ClientSolutions;LongTermProject;18.0;2706.0;5.0;4.0;22.0;Medium;Exceed Expectations;Promoter;Passive;Passive
AB0783;Male;36.0;Graduation;Economics;Married;4.0;10.0;10.0;ClientSolutions;Conference;23.0;2940.0;;;21.0;High;Exceed Expectations;Detractor;Promoter;Promoter
AB0784;Female;42.0;Graduation;Bio-technology;Married;9.0;36.0;5.0;BusinessDevelopment;Conference;78.0;11996.0;7.0;3.0;19.0;Medium;Met Expectations;Detractor;Promoter;Promoter
AB0785;Female;37.0;Graduation;Economics;Married;5.0;12.0;3.0;Support;Conference;21.0;10707.0;7.0;0.0;21.0;Low;Exceed Expectations;Passive;Passive;Passive
AB0786;Female;22.0;Graduation;Marketing / Finance;Single;1.0;9.0;10.0;ClientSolutions;Conference;108.0;2530.0;9.0;9.0;18.0;High;Met Expectations;Promoter;Passive;Promoter
AB0787;Female;27.0;Under Graduation;Economics;Single;4.0;10.0;1.0;ClientSolutions;Conference;39.0;2901.0;0.0;0.0;18.0;High;Met Expectations;Passive;Detractor;Promoter
AB0788;Male;44.0;Masters / PHD;Marketing / Finance;Divorced;10.0;30.0;1.0;ClientSolutions;Conference;65.0;15085.3;3.0;3.0;18.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0789;Female;22.0;Graduation;Economics;Married;1.0;10.0;11.0;ClientSolutions;LongTermProject;137.0;5258.0;9.0;8.0;20.0;Medium;Exceed Expectations;Promoter;Detractor;Promoter
AB0790;Male;23.0;Graduation;Economics;Divorced;1.0;1.0;1.0;ClientSolutions;Conference;173.0;2342.35;;0.0;16.0;Medium;Met Expectations;Detractor;Passive;Promoter
AB0791;Female;37.0;Graduation;Bio-technology;Married;1.0;13.0;26.6;BusinessDevelopment;No;41.0;4833.0;13.0;;17.0;Medium;Met Expectations;Detractor;Detractor;Detractor
AB0792;Male;20.0;Graduation;Marketing / Finance;Married;3.0;8.0;1.0;ClientSolutions;Conference;99.0;2545.0;3.0;0.0;18.0;High;Met Expectations;Passive;Promoter;Detractor
AB0793;Male;35.0;Masters / PHD;Economics;Single;3.0;23.0;9.0;ClientSolutions;Conference;196.0;4627.0;1.0;0.0;15.0;High;Met Expectations;Passive;Passive;Promoter
AB0794;Male;30.0;Graduation;Marketing / Finance;Married;1.0;3.0;9.0;ClientSolutions;Conference;39.0;3742.0;1.0;0.0;18.0;Medium;Met Expectations;Promoter;Passive;Detractor
AB0795;Female;22.0;Under Graduation;Economics;Single;1.0;1.0;1.0;ClientSolutions;Conference;90.0;3270.0;1.0;0.0;16.0;High;Met Expectations;Promoter;Detractor;Promoter
AB0796;Male;35.0;Graduation;Economics;Married;1.0;13.0;11.0;ClientSolutions;Conference;70.0;8251.0;13.0;12.0;18.0;High;Met Expectations;Detractor;Passive;Passive
AB0797;Female;30.0;Masters / PHD;Phycology / Behavior Sciences;Married;4.0;8.0;4.0;ClientSolutions;Conference;95.0;3659.0;;3.0;18.0;Very High;Met Expectations;Passive;Promoter;Promoter
AB0798;Male;29.0;Graduation;Marketing / Finance;Single;5.0;17.0;3.0;ClientSolutions;LongTermProject;176.0;2342.35;10.0;9.0;15.0;High;Met Expectations;Promoter;Passive;Passive
AB0799;Female;48.0;Masters / PHD;Phycology / Behavior Sciences;Married;10.0;36.0;1.0;Support;No;213.0;15085.3;4.0;;21.0;Medium;Exceed Expectations;Passive;Promoter;Promoter
AB0800;Male;29.0;Graduation;Economics;Married;5.0;13.0;16.0;ClientSolutions;Conference;155.0;8384.0;10.0;9.0;15.0;High;Met Expectations;Promoter;Passive;Passive
AB0801;Female;37.0;Graduation;Economics;Single;10.0;10.0;21.0;BusinessDevelopment;Conference;45.0;5341.0;7.0;4.0;17.0;High;Met Expectations;Promoter;Passive;Passive
AB0802;Male;21.0;Graduation;Marketing / Finance;Single;10.0;9.0;26.6;BusinessDevelopment;No;31.0;5472.0;3.0;3.0;19.0;High;Met Expectations;Passive;Detractor;Promoter
AB0803;Female;20.0;Graduation;Economics;Married;4.0;8.0;9.0;BusinessDevelopment;Conference;45.0;4849.0;4.0;3.0;15.0;Medium;Met Expectations;Detractor;Detractor;Detractor
AB0804;Female;34.0;Masters / PHD;Phycology / Behavior Sciences;Married;5.0;20.0;1.0;ClientSolutions;Conference;65.0;7651.0;;0.0;22.0;High;Exceed Expectations;Promoter;Passive;Promoter
AB0805;Female;48.0;Masters / PHD;Marketing / Finance;Single;4.0;30.0;1.0;ClientSolutions;LongTermProject;218.0;8222.0;17.0;16.0;20.0;Low;Exceed Expectations;Detractor;Detractor;Passive
AB0806;Male;22.0;Graduation;Economics;Single;1.0;7.0;2.0;BusinessDevelopment;Conference;167.0;4935.0;7.0;5.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0807;Male;34.0;Graduation;Bio-technology;Married;8.0;27.0;5.0;BusinessDevelopment;Conference;31.0;15085.3;1.0;;16.0;High;Met Expectations;Promoter;Passive;Passive
AB0808;Female;44.0;Graduation;Bio-technology;Married;10.0;29.0;12.0;ClientSolutions;Conference;175.0;11782.0;13.0;9.0;14.0;High;Met Expectations;Passive;Passive;Passive
AB0809;Female;48.0;Masters / PHD;Economics;Divorced;7.0;25.0;19.0;ClientSolutions;Conference;117.0;14549.0;18.0;14.0;17.0;Medium;Met Expectations;Promoter;Detractor;Passive
AB0810;Male;45.0;Masters / PHD;Bio-technology;Married;9.0;5.0;2.0;BusinessDevelopment;No;81.0;5481.0;1.0;0.0;14.0;High;Met Expectations;Passive;Passive;Promoter
AB0811;Male;30.0;Graduation;Economics;Single;4.0;5.0;9.0;ClientSolutions;Conference;145.0;5156.0;;0.0;18.0;Very High;Met Expectations;Promoter;Promoter;Detractor
AB0812;Female;16.0;Under Graduation;Bio-technology;Single;1.0;3.0;1.0;ClientSolutions;Conference;107.0;2342.35;3.0;3.0;14.0;Medium;Met Expectations;Promoter;Passive;Passive
AB0813;Male;20.0;Under Graduation;Marketing / Finance;Married;1.0;1.0;6.0;Support;Conference;38.0;3104.0;1.0;0.0;14.0;Medium;Exceed Expectations;Promoter;Passive;Promoter
AB0814;Male;20.0;Graduation;Economics;Divorced;1.0;8.0;5.0;ClientSolutions;No;80.0;4412.0;8.0;4.0;15.0;Very High;Inconsistent;Passive;Detractor;Promoter
AB0815;Female;22.0;Graduation;Economics;Single;9.0;13.0;1.0;ClientSolutions;Conference;78.0;2461.0;9.0;;16.0;Low;Met Expectations;Detractor;Passive;Promoter
AB0816;Male;36.0;Graduation;Marketing / Finance;Married;10.0;29.0;2.0;ClientSolutions;No;142.0;15085.3;26.0;10.0;22.0;Medium;Exceed Expectations;Detractor;Promoter;Promoter
AB0817;Male;29.0;Graduation;Bio-technology;Married;4.0;21.0;26.0;ClientSolutions;Conference;81.0;11962.0;17.0;13.0;18.0;Medium;Met Expectations;Detractor;Passive;Detractor
AB0818;Male;29.0;Graduation;Marketing / Finance;Married;10.0;20.0;10.0;BusinessDevelopment;Conference;89.0;11309.0;;16.0;18.0;High;Met Expectations;Promoter;Detractor;Passive
AB0819;Female;26.0;Graduation;Bio-technology;Married;1.0;17.0;6.0;BusinessDevelopment;Conference;70.0;5755.0;17.0;16.0;14.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0820;Female;22.0;Under Graduation;Economics;Single;1.0;13.0;17.0;ClientSolutions;LongTermProject;122.0;4323.0;13.0;3.0;22.0;Low;Exceed Expectations;Passive;Detractor;Passive
AB0821;Male;27.0;Graduation;Marketing / Finance;Married;1.0;18.0;22.0;ClientSolutions;Conference;32.0;2342.35;18.0;14.0;19.0;Very High;Met Expectations;Passive;Passive;Promoter
AB0822;Female;25.0;Graduation;Bio-technology;Divorced;1.0;3.0;6.0;BusinessDevelopment;ClientEngagement;54.0;3087.0;3.0;3.0;14.0;High;Met Expectations;Promoter;Passive;Passive
AB0823;Female;19.0;Graduation;Economics;Single;10.0;5.0;3.0;BusinessDevelopment;Conference;82.0;5043.0;3.0;;16.0;High;Met Expectations;Detractor;Passive;Detractor
AB0824;Female;37.0;Under Graduation;Marketing / Finance;Single;9.0;23.0;1.0;BusinessDevelopment;Conference;26.0;9203.0;18.0;9.0;20.0;High;Exceed Expectations;Promoter;Detractor;Promoter
AB0825;Male;33.0;Graduation;Marketing / Finance;Single;1.0;27.0;13.0;ClientSolutions;Conference;159.0;15085.3;;9.0;16.0;Medium;Met Expectations;Passive;Passive;Detractor
AB0826;Male;48.0;Masters / PHD;Phycology / Behavior Sciences;Married;5.0;18.0;1.0;Support;MonthlyTravel;87.0;6318.0;13.0;9.0;14.0;High;Met Expectations;Detractor;Promoter;Passive
AB0827;Female;28.0;Graduation;Marketing / Finance;Single;3.0;18.0;5.0;ClientSolutions;Conference;164.0;12758.0;14.0;13.0;15.0;Medium;Met Expectations;Passive;Detractor;Promoter
AB0828;Female;24.0;Graduation;Bio-technology;Married;1.0;13.0;20.0;BusinessDevelopment;Conference;15.0;8392.0;13.0;5.0;22.0;High;Exceed Expectations;Passive;Promoter;Promoter
AB0829;Male;25.0;Graduation;Phycology / Behavior Sciences;Married;4.0;12.0;2.0;Support;Conference;13.0;7048.0;3.0;3.0;15.0;Medium;Met Expectations;Detractor;Passive;Promoter
AB0830;Male;28.0;Graduation;Marketing / Finance;Single;1.0;18.0;1.0;ClientSolutions;LongTermProject;81.0;5881.0;17.0;12.0;20.0;Medium;Exceed Expectations;Promoter;Detractor;Passive
AB0831;Male;22.0;Graduation;Marketing / Finance;Divorced;8.0;8.0;9.0;ClientSolutions;No;84.0;2342.35;3.0;;19.0;High;Met Expectations;Promoter;Passive;Promoter
AB0832;Male;22.0;Graduation;Marketing / Finance;Single;1.0;12.0;15.0;ClientSolutions;Conference;175.0;6228.0;;4.0;20.0;Very High;Met Expectations;Passive;Detractor;Passive
AB0833;Male;34.0;Graduation;Economics;Single;1.0;26.0;21.0;ClientSolutions;No;40.0;4775.0;26.0;12.0;15.0;Medium;Met Expectations;Promoter;Passive;Promoter
AB0834;Male;34.0;Masters / PHD;Economics;Single;9.0;13.0;8.0;BusinessDevelopment;Conference;183.0;3763.0;7.0;4.0;22.0;Medium;Exceed Expectations;Passive;Detractor;Passive
AB0835;Male;30.0;Graduation;Economics;Married;1.0;21.0;6.0;ClientSolutions;Conference;170.0;3548.0;20.0;17.0;14.0;High;Met Expectations;Promoter;Promoter;Passive
AB0836;Male;34.0;Masters / PHD;Bio-technology;Divorced;9.0;13.0;26.0;BusinessDevelopment;Conference;72.0;5838.0;10.0;9.0;22.0;High;Exceed Expectations;Passive;Promoter;Promoter
AB0837;Male;31.0;Graduation;Bio-technology;Married;1.0;4.0;9.0;BusinessDevelopment;Conference;48.0;3208.0;3.0;3.0;20.0;Medium;Met Expectations;Passive;Passive;Promoter
AB0838;Male;20.0;Graduation;Economics;Divorced;1.0;1.0;9.0;ClientSolutions;No;132.0;2983.0;1.0;0.0;14.0;Medium;Met Expectations;Passive;Passive;Passive
AB0839;Female;23.0;Graduation;Marketing / Finance;Divorced;1.0;13.0;3.0;ClientSolutions;Conference;115.0;8409.0;;;18.0;High;Met Expectations;Promoter;Passive;Passive
AB0840;Male;38.0;Masters / PHD;Economics;Married;4.0;9.0;26.6;ClientSolutions;Conference;49.0;2648.0;5.0;3.0;22.0;High;Inconsistent;Passive;Passive;Passive
AB0841;Female;30.0;Graduation;Phycology / Behavior Sciences;Married;1.0;7.0;4.0;ClientSolutions;Conference;137.0;4086.0;7.0;5.0;14.0;Medium;Met Expectations;Promoter;Passive;Passive
AB0842;Female;33.0;Masters / PHD;Economics;Divorced;1.0;13.0;26.6;ClientSolutions;LongTermProject;20.0;2342.35;13.0;3.0;20.0;High;Met Expectations;Promoter;Passive;Detractor
AB0843;Female;26.0;Graduation;Economics;Married;1.0;18.0;3.0;ClientSolutions;Conference;104.0;6776.0;18.0;17.0;15.0;Medium;Met Expectations;Passive;Passive;Passive
AB0844;Female;38.0;Graduation;Bio-technology;Married;4.0;36.0;1.0;BusinessDevelopment;Conference;59.0;15085.3;9.0;9.0;15.0;Low;Met Expectations;Passive;Passive;Passive
AB0845;Female;28.0;Graduation;Bio-technology;Single;1.0;5.0;2.0;BusinessDevelopment;Conference;16.0;5000.0;4.0;3.0;15.0;High;Inconsistent;Passive;Detractor;Promoter
AB0846;Female;33.0;Masters / PHD;Bio-technology;Married;1.0;7.0;13.0;BusinessDevelopment;ClientEngagement;99.0;5083.0;;3.0;19.0;High;Met Expectations;Promoter;Passive;Passive
AB0847;Male;24.0;Graduation;Phycology / Behavior Sciences;Divorced;7.0;13.0;8.0;BusinessDevelopment;Conference;27.0;7982.0;10.0;;14.0;Medium;Met Expectations;Passive;Passive;Detractor
AB0848;Male;23.0;Graduation;Marketing / Finance;Single;1.0;8.0;5.0;BusinessDevelopment;Conference;105.0;9293.0;7.0;5.0;19.0;High;Met Expectations;Promoter;Detractor;Promoter
AB0849;Female;37.0;Masters / PHD;Bio-technology;Single;1.0;26.0;2.0;ClientSolutions;Conference;61.0;5017.0;26.0;9.0;14.0;High;Met Expectations;Promoter;Passive;Detractor
AB0850;Male;29.0;Masters / PHD;Bio-technology;Married;1.0;13.0;26.6;BusinessDevelopment;ClientEngagement;113.0;6180.0;13.0;9.0;14.0;High;Met Expectations;Detractor;Promoter;Passive
AB0851;Female;27.0;Under Graduation;Bio-technology;Married;1.0;27.0;18.0;BusinessDevelopment;Conference;79.0;13195.0;26.0;12.0;14.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0852;Male;21.0;Under Graduation;Bio-technology;Single;1.0;5.0;7.0;BusinessDevelopment;Conference;45.0;3300.0;4.0;3.0;16.0;High;Met Expectations;Promoter;Passive;Detractor
AB0853;Male;35.0;Graduation;Marketing / Finance;Divorced;1.0;8.0;1.0;ClientSolutions;LongTermProject;51.0;2598.0;;4.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB0854;Male;37.0;Graduation;Economics;Divorced;10.0;26.0;9.0;ClientSolutions;Conference;24.0;2605.0;22.0;12.0;19.0;High;Met Expectations;Passive;Passive;Passive
AB0855;Male;31.0;Graduation;Economics;Single;7.0;8.0;2.0;ClientSolutions;Conference;45.0;4351.0;4.0;;14.0;High;Met Expectations;Promoter;Promoter;Passive
AB0856;Male;33.0;Graduation;Marketing / Finance;Single;1.0;25.0;9.0;BusinessDevelopment;No;30.0;6764.0;25.0;3.0;16.0;Low;Met Expectations;Passive;Passive;Detractor
AB0857;Male;39.0;Graduation;Economics;Divorced;4.0;26.0;26.0;ClientSolutions;LongTermProject;175.0;4722.0;5.0;4.0;20.0;Medium;Exceed Expectations;Detractor;Detractor;Detractor
AB0858;Male;36.0;Graduation;Bio-technology;Single;1.0;12.0;2.0;BusinessDevelopment;Conference;113.0;7290.0;10.0;9.0;16.0;Low;Met Expectations;Passive;Passive;Detractor
AB0859;Male;48.0;Masters / PHD;Marketing / Finance;Married;3.0;36.0;2.0;ClientSolutions;Conference;220.0;15085.3;10.0;1.0;14.0;High;Met Expectations;Passive;Passive;Promoter
AB0860;Male;36.0;Masters / PHD;Bio-technology;Divorced;1.0;12.0;10.0;BusinessDevelopment;Conference;116.0;9596.0;;9.0;16.0;Medium;Met Expectations;Passive;Passive;Passive
AB0861;Male;33.0;Graduation;Economics;Single;4.0;27.0;21.0;BusinessDevelopment;Conference;143.0;7783.0;3.0;0.0;18.0;High;Met Expectations;Promoter;Passive;Promoter
AB0862;Female;25.0;Graduation;Marketing / Finance;Married;5.0;17.0;7.0;ClientSolutions;No;85.0;12102.0;14.0;9.0;20.0;High;Exceed Expectations;Passive;Passive;Passive
AB0863;Male;29.0;Graduation;Marketing / Finance;Married;5.0;7.0;1.0;ClientSolutions;LongTermProject;81.0;2437.0;4.0;;16.0;High;Inconsistent;Passive;Detractor;Promoter
AB0864;Male;30.0;Graduation;Phycology / Behavior Sciences;Divorced;1.0;13.0;10.0;ClientSolutions;LongTermProject;80.0;13364.0;13.0;10.0;16.0;High;Met Expectations;Passive;Promoter;Passive
AB0865;Male;36.0;Graduation;Marketing / Finance;Married;5.0;22.0;24.0;ClientSolutions;No;59.0;2342.35;4.0;3.0;15.0;High;Met Expectations;Passive;Passive;Passive
AB0866;Female;44.0;Graduation;Economics;Married;4.0;36.0;3.0;ClientSolutions;Conference;83.0;15085.3;13.0;12.0;16.0;High;Met Expectations;Promoter;Promoter;Detractor
AB0867;Male;35.0;Graduation;Economics;Divorced;1.0;34.0;4.0;ClientSolutions;Conference;142.0;15085.3;;12.0;16.0;Very High;Met Expectations;Passive;Detractor;Promoter
AB0868;Female;38.0;Graduation;Economics;Single;5.0;10.0;26.6;BusinessDevelopment;ClientEngagement;85.0;7033.0;7.0;5.0;15.0;Very High;Met Expectations;Passive;Passive;Promoter
AB0869;Female;30.0;Graduation;Marketing / Finance;Married;9.0;9.0;3.0;ClientSolutions;Conference;178.0;3653.0;0.0;0.0;20.0;High;Met Expectations;Promoter;Passive;Passive
AB0870;Male;48.0;Masters / PHD;Phycology / Behavior Sciences;Single;4.0;7.0;1.0;BusinessDevelopment;ClientEngagement;144.0;5208.0;0.0;0.0;16.0;High;Met Expectations;Promoter;Passive;Promoter
AB0871;Female;37.0;Masters / PHD;Economics;Married;8.0;13.0;15.0;BusinessDevelopment;No;188.0;6310.0;4.0;;20.0;Low;Met Expectations;Detractor;Passive;Passive
AB0872;Female;17.0;Graduation;Economics;Single;1.0;3.0;11.0;ClientSolutions;LongTermProject;30.0;2908.0;3.0;3.0;20.0;Medium;Exceed Expectations;Detractor;Passive;Passive
AB0873;Male;27.0;Graduation;Marketing / Finance;Married;1.0;7.0;7.0;BusinessDevelopment;ClientEngagement;52.0;4820.0;5.0;4.0;16.0;High;Met Expectations;Promoter;Detractor;Detractor
AB0874;Male;31.0;Under Graduation;Marketing / Finance;Single;7.0;21.0;2.0;ClientSolutions;LongTermProject;130.0;11203.0;;3.0;19.0;High;Met Expectations;Passive;Passive;Passive
AB0875;Male;34.0;Masters / PHD;Marketing / Finance;Single;1.0;13.0;9.0;BusinessDevelopment;No;95.0;10952.0;13.0;4.0;16.0;High;Met Expectations;Passive;Promoter;Promoter
AB0876;Female;34.0;Graduation;Economics;Divorced;3.0;25.0;26.6;ClientSolutions;LongTermProject;63.0;5020.0;7.0;5.0;14.0;High;Met Expectations;Detractor;Passive;Passive
AB0877;Male;30.0;Graduation;Bio-technology;Single;5.0;13.0;3.0;ClientSolutions;Conference;61.0;4942.0;10.0;0.0;15.0;High;Met Expectations;Detractor;Passive;Promoter
AB0878;Female;21.0;Graduation;Marketing / Finance;Married;1.0;10.0;4.0;ClientSolutions;LongTermProject;105.0;2625.0;10.0;9.0;16.0;Medium;Met Expectations;Passive;Passive;Detractor
AB0879;Female;25.0;Graduation;Bio-technology;Divorced;7.0;10.0;6.0;ClientSolutions;Conference;24.0;3541.0;4.0;;16.0;High;Met Expectations;Promoter;Detractor;Promoter
AB0880;Male;39.0;Masters / PHD;Economics;Single;1.0;29.0;2.0;BusinessDevelopment;Conference;50.0;15085.3;29.0;13.0;20.0;Medium;Met Expectations;Promoter;Passive;Passive
AB0881;Male;48.0;Masters / PHD;Bio-technology;Single;1.0;14.0;20.0;BusinessDevelopment;Conference;95.0;5988.0;;9.0;22.0;High;Exceed Expectations;Passive;Promoter;Promoter
AB0882;Female;30.0;Graduation;Marketing / Finance;Divorced;9.0;12.0;26.6;ClientSolutions;Conference;44.0;6305.0;8.0;3.0;16.0;Medium;Met Expectations;Passive;Promoter;Passive
AB0883;Male;48.0;Masters / PHD;Marketing / Finance;Single;8.0;33.0;17.0;ClientSolutions;Conference;214.0;11534.0;12.0;9.0;15.0;High;Met Expectations;Promoter;Promoter;Promoter
AB0884;Female;20.0;Under Graduation;Bio-technology;Divorced;1.0;9.0;11.0;BusinessDevelopment;Conference;16.0;9080.0;9.0;9.0;16.0;Medium;Met Expectations;Detractor;Passive;Detractor
AB0885;Male;21.0;Graduation;Bio-technology;Single;1.0;1.0;22.0;ClientSolutions;Conference;57.0;2596.0;1.0;0.0;19.0;Low;Met Expectations;Passive;Promoter;Passive
AB0886;Female;19.0;Graduation;Phycology / Behavior Sciences;Divorced;1.0;7.0;12.0;ClientSolutions;No;80.0;4424.0;5.0;3.0;19.0;Very High;Met Expectations;Detractor;Passive;Promoter
AB0887;Male;27.0;Graduation;Marketing / Finance;Married;1.0;18.0;7.0;ClientSolutions;Conference;26.0;12823.0;17.0;;14.0;High;Met Expectations;Passive;Passive;Promoter
AB0888;Female;35.0;Graduation;Bio-technology;Married;7.0;29.0;12.0;BusinessDevelopment;Conference;125.0;15085.3;;17.0;22.0;High;Met Expectations;Promoter;Promoter;Passive
AB0889;Male;20.0;Under Graduation;Marketing / Finance;Married;1.0;14.0;21.0;ClientSolutions;LongTermProject;62.0;4206.0;14.0;10.0;16.0;High;Met Expectations;Promoter;Promoter;Passive
AB0890;Male;29.0;Graduation;Economics;Single;1.0;13.0;25.0;BusinessDevelopment;Conference;37.0;6395.0;13.0;9.0;19.0;High;Met Expectations;Passive;Promoter;Promoter
AB0891;Male;47.0;Masters / PHD;Bio-technology;Married;3.0;26.0;5.0;ClientSolutions;Conference;224.0;7311.0;4.0;3.0;16.0;High;Met Expectations;Detractor;Passive;Passive
AB0892;Male;40.0;Graduation;Bio-technology;Married;1.0;4.0;3.0;BusinessDevelopment;Conference;103.0;2971.0;4.0;3.0;16.0;Medium;Met Expectations;Detractor;Passive;Passive
AB0893;Male;30.0;Masters / PHD;Marketing / Finance;Single;1.0;16.0;6.0;BusinessDevelopment;Conference;164.0;5516.0;14.0;10.0;18.0;High;Met Expectations;Passive;Passive;Detractor
AB0894;Female;25.0;Graduation;Economics;Single;1.0;9.0;3.0;ClientSolutions;LongTermProject;68.0;4504.0;9.0;3.0;15.0;High;Met Expectations;Promoter;Passive;Detractor
AB0895;Male;16.0;Graduation;Bio-technology;Single;1.0;1.0;2.0;Support;Conference;58.0;2841.0;;;15.0;Medium;Met Expectations;Detractor;Promoter;Passive
AB0896;Male;34.0;Graduation;Marketing / Finance;Single;3.0;26.0;6.0;ClientSolutions;Conference;32.0;5200.0;23.0;17.0;16.0;High;Met Expectations;Promoter;Detractor;Passive
AB0897;Female;48.0;Graduation;Economics;Single;4.0;36.0;2.0;ClientSolutions;Conference;87.0;15049.0;7.0;4.0;16.0;Medium;Met Expectations;Passive;Promoter;Detractor
AB0898;Male;27.0;Graduation;Marketing / Finance;Married;1.0;20.0;9.0;ClientSolutions;Conference;14.0;3079.0;18.0;13.0;16.0;High;Met Expectations;Detractor;Promoter;Passive
AB0899;Male;38.0;Masters / PHD;Economics;Single;4.0;20.0;8.0;ClientSolutions;Conference;101.0;2342.35;7.0;5.0;16.0;High;Met Expectations;Promoter;Detractor;Passive
